,County,State,Longitude,Latitude,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Annual Waste Acceptance Rate (tons per year),Volume Design,Volume Current,Percent Available,Years to Fill
439,Routt,CO,-107.03937,40.469085,2062.0,Open,,51.7,,60.0,4329871.0,2714938.0,51984.0,,3102.0,,31.065962603878116
440,Montrose,CO,-107.818073,38.52717,2063.0,Open,,37.2,,,4164757.0,3482040.0,58186.0,,,,11.733355102602001
441,Morgan,CO,-103.7351,40.3143,,Open,,,,,,915183.0,25648.0,,,,
442,Weld,CO,-104.83177,40.58217,2061.0,Open,170.0,91.1,,,38477652.0,12339591.0,671510.0,,,,38.924306413903
443,Fremont,CO,-105.116272,38.468739,,Open,38.0,,,45.0,,180000.0,60000.0,,,,
444,Pitkin,CO,-106.9175,39.285,2042.0,Open,225.0,,200.0,,2792931.0,2465911.0,76824.0,45000.0,,,4.256742684577736
446,Garfield,CO,-107.42,39.551,,Open,,,,,,1798154.0,78168.0,,,,
447,Pueblo,CO,-104.708434,38.22127,2043.0,Open,114.0,,,,6299082.0,3529430.0,294498.0,,,,9.40465470054126
448,Summit,CO,-105.997,39.608,2057.0,Open,80.0,63.3,,,4239496.0,2501980.0,62858.0,,,,27.641923064685482
450,Adams,CO,-104.77187,39.85052,2042.0,Open,339.0,229.3,,143.0,71934041.0,47906617.0,1525492.0,,32789.9,,15.750606361750831
451,Garfield,CO,-107.905,39.517,2041.0,Open,,,,,,,,,,,
463,Hartford,CT,-72.5604,41.7684,2025.0,Open,,66.0,,,,5480598.0,178355.0,,,,
477,New Castle,DE,-75.52,39.7308,2060.0,Open,250.0,221.6,80.0,,25746677.0,17163541.0,443534.0,20000.0,,,19.351697953257247
478,Sussex,DE,-75.439,38.596,2029.0,Open,,124.2,95.0,,8427896.0,7440240.0,328376.0,,,,3.007698491972617
480,Kent,DE,-75.7251,39.0327,2036.0,Open,,149.0,100.0,,9183825.0,6712738.0,263962.0,,,,9.361525522613103
482,Sumter,FL,-82.091653,28.743151,2035.0,Open,59.0,,,,19337669.0,4768717.0,966109.0,,,,15.080029272059363
483,Madison,FL,-83.60833,30.45833,2025.0,Open,,27.9,94.0,,2130965.0,1404792.0,62905.0,,,,11.543963118988952
487,Brevard,FL,-80.8296,28.3971,2023.0,Open,,198.0,200.0,110.0,,23294713.0,1040739.0,,21780.0,,
488,Pinellas,FL,-82.6757,27.867647,2096.0,Open,,497.0,,,30005135.0,8227668.0,244690.0,,,,89.00023294781151
489,Broward,FL,-80.42495,26.03785,2028.0,Open,,43.0,,,3031875.0,2429515.0,92008.0,,,,6.5468220154769154
491,Polk,FL,-81.884525,27.89808,2033.0,Open,,108.6,,,20810215.0,11665795.0,999338.0,,,,9.150477616181913
492,Sarasota,FL,-82.390646,27.201577,2042.0,Open,295.0,89.3,,,28665000.0,6666727.0,330572.0,,,,66.54608678290963
493,Citrus,FL,-82.43651,28.85198,2027.0,Open,,92.5,180.0,125.0,4021808.0,3715171.0,117164.0,,11562.5,,2.6171605612645523
494,Collier,FL,-81.6585,26.1634,2069.0,Open,183.0,144.1,,63.0,24146931.0,9062279.0,316472.0,,9078.3,,47.66504461690134
501,Hernando,FL,-82.486788,28.66735,2028.0,Open,,45.5,,,4793670.0,3108525.0,154824.0,,,,10.884262129902341
502,Highlands,FL,-81.3155,27.5106,2096.0,Open,147.0,35.0,,30.0,,1000000.0,100000.0,,1050.0,,
505,Indian River,FL,-80.485,27.578,2068.0,Open,276.0,63.0,185.0,90.0,11613892.0,5957182.0,212801.0,51060.0,5670.0,0.8889541715628673,26.582158918426135
506,Osceola,FL,-81.098,28.064,2056.0,Open,,100.0,,,83003742.0,26645967.0,1416360.0,,,,39.790572312124034
508,Lake,FL,-81.735811,28.75558,2025.0,Open,,96.0,,,2701619.0,2613089.0,5861.0,,,,15.104930899163966
511,Hendry,FL,-81.5204,26.55979,2035.0,Open,,58.3,80.0,50.0,6703144.0,4881984.0,355308.0,,2915.0,,5.125581185900684
512,Manatee,FL,-82.443497,27.470055,2041.0,Open,,198.0,,100.0,20947500.0,11332655.0,321621.0,,19800.0,,29.894953998650585
517,Miami-Dade,FL,-80.3508,25.8586,2030.0,Open,,144.7,100.0,,44706083.0,34180600.0,1494511.0,,,,7.042760474830898
518,Broward,FL,-80.161,26.283,2031.0,Open,366.0,314.2,,137.0,84293492.0,75539323.0,1598301.0,,43045.4,,5.477171696695429
519,Union,FL,-82.2052,30.0932,2025.0,Open,102.2,77.3,,,6058444.0,6001579.0,303036.0,,,,0.18765097216172336
520,St. Johns,FL,-81.4023,30.0087,,Open,,,,,,,,,,,
521,Polk,FL,-81.847245,28.02389,2023.0,Open,,268.7,150.0,125.0,24587053.0,19631287.0,564314.0,,33587.5,,8.781929918449658
522,Miami-Dade,FL,-80.2862,25.9679,2025.0,Open,180.0,179.9,126.0,,,14577466.0,241516.0,22680.0,,,
523,Okeechobee,FL,-80.6966,27.34104,2094.0,Open,,187.6,220.0,,241553464.0,35335026.0,1512154.0,,,,136.37396587913665
524,Orange,FL,-81.2083,28.481,2088.0,Open,,717.4,65.0,,64559937.0,34920051.0,1016598.0,,,,29.155955451417373
525,Seminole,FL,-81.0882,28.79278,2056.0,Open,240.0,181.2,250.0,100.0,33638378.0,11697446.0,361430.0,60000.0,18120.0,0.698,60.70589602412639
526,Palm Beach,FL,-80.137436,26.763,2054.0,Open,,206.5,100.0,,50951726.0,19523851.0,711491.0,,,,44.171851787303005
527,Pasco,FL,-82.560119,28.369724,2031.0,Open,,19.4,,,652479.0,322826.0,922.0,,,,357.5412147505423
528,Escambia,FL,-87.3897,30.57654,2042.0,Open,557.0,116.6,60.0,,18346266.0,12008198.0,325609.0,33420.0,,,19.465272765801927
530,Putnam,FL,-81.6655,29.7196,,Open,80.0,,60.0,,,3212717.0,202304.0,4800.0,,,
535,Santa Rosa,FL,-87.0664,30.5785,2055.0,Open,,128.0,20.0,,,4718717.0,378602.0,,,,
537,Miami-Dade,FL,-80.3477,25.5445,2036.0,Open,110.0,50.0,140.0,,21184000.0,20350369.0,529481.0,15400.0,,,1.5744304328200633
539,Hillsborough,FL,-82.187501,27.77639,2030.0,Open,,196.7,160.0,60.0,202694557.0,10616175.0,450024.0,,11802.0,,426.81808525767514
541,Jackson,FL,-85.42854,30.92104,2069.0,Open,229.0,128.7,200.0,131.0,52837321.0,16591001.0,820614.0,45800.0,16859.699999999997,0.6318842794759826,44.16975581698582
542,St. Lucie,FL,-80.395557,27.390834,2067.0,Open,132.9,130.6,125.0,,21617968.0,8175105.0,265308.0,16612.5,,,50.66889426628673
543,Bay,FL,-85.917,30.36226,2050.0,Open,,,,,,,,,,,
549,Volusia,FL,-81.0806,29.1285,2029.0,Open,,292.0,,204.0,18214658.0,15875049.0,597461.0,,59568.0,,3.91591919807318
551,Duval,FL,-82.0447,30.2246,2081.0,Open,,148.0,155.0,135.0,89656690.0,23151702.0,955435.0,,19980.0,,69.60702507234924
553,Columbia,FL,-82.703986,30.2563,2026.0,Open,,49.2,,,2105671.0,1692258.0,55642.0,,,,7.42987311742928
555,Charlotte,FL,-81.960278,26.794446,2036.0,Open,160.0,108.0,130.0,75.0,6601129.0,5179684.0,174453.0,20800.0,8100.0,0.6105769230769231,8.148011212188957
556,Clarke,GA,-83.2627,33.929,2064.0,Open,150.0,141.5,,,4977568.0,3433713.0,89945.0,,,,17.164433820668187
557,Atkinson,GA,-82.964286,31.319415,2070.0,Open,,37.1,,,2832219.0,1253107.0,93725.0,,,,16.84835422779408
559,Bartow,GA,-84.7648,34.1438,2050.0,Open,300.0,61.2,,75.0,10967150.0,1997023.0,43459.0,,4590.0,,206.40435813065187
561,Wayne,GA,-81.9411,31.4708,2164.0,Open,,81.5,,,64334141.0,14025277.0,395470.0,,,,127.21284547500443
563,Camden,GA,-81.854516,30.85909,2033.0,Open,53.0,34.5,,,3184719.0,2359752.0,117576.0,,,,7.016457440293937
567,Lamar,GA,-84.208563,33.085973,2066.0,Open,,37.1,,,5529420.0,1682648.0,96630.0,,,,39.80929318017179
570,Charlton,GA,-82.0811,30.7079,2061.0,Open,250.0,82.0,,200.0,77840654.0,20027180.0,1397634.0,,16400.0,,41.36524583689292
572,Troup,GA,-84.9532,33.0463,2070.0,Open,86.0,64.5,164.0,71.0,10170221.0,3020943.0,18639.0,14104.0,4579.5,0.6753048780487805,383.56553463168626
573,Thomas,GA,-83.91265,30.805802,2085.0,Open,,164.2,,,6812419.0,3739751.0,113696.0,,,,27.02529552490853
574,Tift,GA,-83.536981,31.357773,2028.0,Open,,62.8,,,1792201.0,1704813.0,57039.0,,,,1.5320745454864215
575,Clayton,GA,-84.307,33.44,2089.0,Open,134.0,87.7,90.0,60.0,3406177.0,2680096.0,20374.0,12060.0,5262.0,0.5636815920398011,35.63762638657112
576,Muscogee,GA,-84.850799,32.483999,2065.0,Open,91.5,43.3,100.0,50.0,48956389.0,1717138.0,79512.0,9150.0,2165.0,0.7633879781420765,594.1147373981286
579,Crisp,GA,-83.749031,31.866967,2104.0,Open,,31.1,,,8556515.0,1924293.0,60216.0,,,,110.14052743456888
580,Richmond,GA,-82.14324,33.35257,2151.0,Open,560.0,153.3,50.0,50.0,38226218.0,10091908.0,449848.0,28000.0,7665.000000000001,0.72625,62.54181412388184
581,Decatur,GA,-84.405,30.71,2044.0,Open,,16.1,,,4737860.0,1426278.0,74847.0,,,,44.2446858257512
582,Dougherty,GA,-84.028353,31.532784,2050.0,Open,,112.3,,50.0,8916325.0,4733508.0,79509.0,,5615.0,,52.608094681105285
584,Forsyth,GA,-84.240833,34.325556,2033.0,Open,163.0,81.5,,,33782096.0,19482925.0,846857.0,,,,16.88498884699542
585,Lowndes,GA,-83.3625,30.808,2081.0,Open,,85.9,,100.0,30231984.0,13362868.0,341753.0,,8590.0,,49.36054987081313
588,Liberty,GA,-81.643534,31.887204,2046.0,Open,,61.8,,,1985042.0,683334.0,6305.0,,,,206.45646312450435
590,Gordon,GA,-84.765811,34.510557,2043.0,Open,162.6,49.0,,,16992239.0,5034371.0,344957.0,,,,34.6648074977461
591,Polk,GA,-85.167,33.9968,2038.0,Open,,56.0,,,18442581.0,8832114.0,762426.0,,,,12.605114463567611
593,Habersham,GA,-83.45889,34.555381,2043.0,Open,,,,,930358.0,724370.0,28372.0,,,,7.260256591005216
595,Hall,GA,-83.800764,34.242574,2030.0,Open,94.2,39.7,,,3977682.0,2044513.0,173548.0,,,,11.139102726623182
599,Jefferson,GA,-82.4164,33.1018,,Open,,,,,,89919.0,14640.0,,,,
601,Laurens,GA,-83.049101,32.585913,2110.0,Open,,,,,3711403.0,777934.0,37212.0,,,,78.83126410835214
607,Murray,GA,-84.73063,34.68076,2100.0,Open,,70.4,,,11774580.0,1552743.0,1.0,,,,10221837.0
608,Newton,GA,-83.895508,33.551581,2067.0,Open,,36.3,,,,1947156.0,106146.0,,,,
609,Barrow,GA,-83.7728,33.9659,2029.0,Open,253.0,,,120.0,27546098.0,22870055.0,534251.0,,,,8.752520818866039
610,Whitfield,GA,-84.945,34.6516,2036.0,Open,,210.1,137.0,80.0,12981809.0,6781334.0,263816.0,,16808.0,,23.503028626012068
612,Cherokee,GA,-84.387,34.273,2060.0,Open,,134.3,,,81571211.0,25666353.0,1407085.0,,,,39.73097431924866
613,Butts,GA,-84.118684,33.240017,2039.0,Open,,148.0,,,37266389.0,24656558.0,1087818.0,,,,11.591857277596068
615,Banks,GA,-83.42719,34.35184,2038.0,Open,,110.6,,,34472200.0,18424842.0,843028.0,,,,19.03537960779476
616,Gwinnett,GA,-84.0353,34.127,2029.0,Open,,173.0,75.0,,23232703.0,20997053.0,1083503.0,,,,2.063353770132616
618,Chatham,GA,-81.22,32.078,2056.0,Open,,101.0,,,4932691.0,4449515.0,88835.0,,,,5.439027410367535
619,DeKalb,GA,-84.2525,33.6552,2074.0,Open,348.0,175.0,91.0,56.0,53773364.0,15125364.0,611030.0,31668.0,9800.0,0.6905393457117595,63.25057689475148
621,Houston,GA,-83.55573,32.399561,2227.0,Open,200.0,120.6,60.0,,21780180.0,3907519.0,162981.0,12000.0,,,109.66100956553218
622,Chatham,GA,-81.28,32.025,2031.0,Open,,114.0,80.0,54.0,21498516.0,11774325.0,684495.0,,6156.0,,14.206372581246027
624,Toombs,GA,-82.388566,32.146467,,Open,,,,,,,55158.0,,,,
625,Meriwether,GA,-84.848925,33.163696,2056.0,Open,,35.4,,,28973656.0,5669553.0,700556.0,,,,33.265153677935814
627,Gordon,GA,-83.329,32.954,2066.0,Open,,,,,,,20112.0,,,,
628,Floyd,GA,-85.214799,34.19,2035.0,Open,,36.1,,,3364575.0,2223356.0,113080.0,,,,10.092138309161655
630,Taylor,GA,-84.371526,32.462263,2047.0,Open,577.0,142.0,120.0,,51117057.0,17939946.0,359246.0,69240.0,,,92.35206794230137
632,Twiggs,GA,-83.437873,32.770535,2058.0,Open,88.0,48.3,,,11160054.0,7397122.0,447590.0,,,,8.407095779619741
633,,GU,144.649457,13.429707,2063.0,Open,,22.0,,,13902379.0,978873.0,100164.0,,,,129.0234615231021
635,Maui,HI,-156.419,20.86,2039.0,Open,,72.0,,,8304912.0,6238137.0,292873.0,,,,7.056898382575382
636,Maui,HI,-155.98859,20.76778,2079.0,Open,,34.0,,35.0,300000.0,124500.0,,,1190.0,,
639,Honolulu,HI,-157.731,21.448,2024.0,Open,,,,,,,,,,,
642,Kauai,HI,-159.73029,22.03452,2027.0,Open,71.4,38.0,120.0,92.0,3528000.0,3026126.0,88487.0,8568.0,3496.0,0.5919701213818861,5.671725790229074
643,Maui,HI,-156.967,20.794,2029.0,Open,,20.0,,65.0,350000.0,182910.0,4000.0,,1300.0,,41.7725
644,Maui,HI,-157.062,21.118,,Open,,,,50.0,121000.0,90800.0,6570.0,,,,4.596651445966515
648,Honolulu,HI,-158.11279,21.344,2039.0,Open,,115.8,,100.0,21826964.0,12913357.0,266418.0,,11580.0,,33.457225112417326
649,Hawaii,HI,-155.880297,19.889013,2050.0,Open,150.0,58.2,,,9129661.0,3199926.0,199858.0,,,,29.669740515766193
650,Benton,IA,-92.096757,41.875716,,Open,,,,,992250.0,,11566.0,,,,
651,Black Hawk,IA,-92.32758,42.414,2054.0,Open,160.0,135.4,30.0,,9118438.0,6517590.0,182506.0,4800.0,,,14.250753399888223
652,Boone,IA,-93.9194,42.02985,2038.0,Open,53.7,,55.0,,2733098.0,2193043.0,91900.0,2953.5,,,5.876550598476605
653,Carroll,IA,-94.90601,42.07127,2034.0,Open,40.0,,,,2506144.0,1570583.0,80965.0,,,,11.555128759340455
654,Cass,IA,-94.92788,41.37859,,Open,,,,,719777.0,,8720.0,,,,
656,Linn,IA,-91.55547,42.09371,2038.0,Open,75.0,62.4,35.0,,9761535.0,4474729.0,282660.0,2625.0,,,18.703764239722634
657,Winnebago,IA,-93.572,43.382,2153.0,Open,,87.2,30.0,,41288026.0,6491155.0,197145.0,,,,176.50394887012098
658,Cherokee,IA,-95.524642,42.734733,2147.0,Open,,,,,,,26777.0,,,,
659,Clinton,IA,-90.25866,41.85905,2032.0,Open,160.0,79.4,50.0,,2548490.0,2092505.0,53217.0,8000.0,,,8.568408591239642
660,Des Moines,IA,-91.196,40.849,2099.0,Open,,62.0,40.0,,7199101.0,2989244.0,58064.0,,,,72.50373725544227
661,Dickinson,IA,-95.07733,43.37178,2169.0,Open,78.0,43.8,,59.0,6408814.0,1963226.0,26991.0,,2584.2,,164.7063095105776
662,Dubuque,IA,-90.77686,42.45501,2053.0,Open,75.0,71.1,70.0,,7136650.0,4223369.0,158750.0,5250.0,,,18.351376377952757
664,Mitchell,IA,-92.560748,43.236747,,Open,,,,,2199488.0,,23663.0,,,,
665,Fremont,IA,-95.64234,40.690489,,Open,,,,,289645.0,,5301.0,,,,
666,Lee,IA,-91.3095,40.656,2030.0,Open,127.0,44.5,,,2726803.0,2138631.0,76316.0,,,,7.707060118454845
667,Harrison,IA,-95.76831,41.640812,,Open,,,,,987603.0,,15386.0,,,,
668,Johnson,IA,-91.624,41.645,2044.0,Open,140.0,137.4,,100.0,8584061.0,4827498.0,145117.0,,13740.0,,25.886443352605138
669,Iowa,IA,-91.833059,41.764875,,Open,,,,,465035.0,,10261.0,,,,
670,Cerro Gordo,IA,-93.3003,43.126,2044.0,Open,,93.1,,,6508168.0,3490315.0,91628.0,,,,32.93592569956782
671,Mills,IA,-95.639,41.022,2056.0,Open,52.0,41.6,200.0,200.0,15877375.0,4849617.0,721789.0,10400.0,8320.0,0.19999999999999996,15.27836805493018
672,Mahaska,IA,-92.647692,41.224726,,Open,,,,,927596.0,,36718.0,,,,
673,Marshall,IA,-92.982,42.036,2027.0,Open,72.0,44.0,140.0,60.0,1681930.0,1339317.0,55787.0,10080.0,2640.0,0.7380952380952381,6.141448724613261
674,Polk,IA,-93.345265,41.600722,2057.0,Open,,268.1,,120.0,62610716.0,22071472.0,812478.0,,32172.000000000004,,49.89580517872484
675,Dallas,IA,-94.162246,41.864805,,Open,,,,,1423137.0,,24900.0,,,,
677,Muscatine,IA,-90.843,41.5173,2032.0,Open,,58.7,,,2677419.0,2258035.0,40700.0,,,,10.304275184275184
678,Jasper,IA,-93.0655,41.671,2107.0,Open,,,,,,840000.0,25773.0,,,,
679,Webster,IA,-94.169712,42.47227,2027.0,Open,,,,,3376362.0,2804499.0,86015.0,,,,6.648410161018427
680,Palo Alto,IA,-94.75247,43.21016,,Open,,,,,2021708.0,,34868.0,,,,
681,Sioux,IA,-95.894119,43.1299,2082.0,Open,160.0,,,,6420582.0,2468123.0,66055.0,,,,59.83587919158277
683,Wapello,IA,-92.473,41.08,2058.0,Open,62.0,57.6,,,3290690.0,1658298.0,34327.0,,,,47.55417018673347
684,Page,IA,-95.110657,40.750904,,Open,35.0,,,,682115.0,,15014.0,,,,
686,Hardin,IA,-93.245378,42.40687,,Open,,,,,1998973.0,,28892.0,,,,
688,Scott,IA,-90.68864,41.47444,2053.0,Open,300.0,48.0,,,10900673.0,4997177.0,174759.0,,,,33.78078382229241
689,Keokuk,IA,-92.024355,41.181234,,Open,,,,,1678093.0,,24292.0,,,,
691,Madison,IA,-93.955,41.339,2027.0,Open,,,,,1593443.0,1270083.0,53379.0,,,,6.057812997620787
692,Marion,IA,-92.95676,41.25995,2046.0,Open,200.0,70.0,,,2525338.0,1735571.0,130589.0,,,,6.047729900680761
693,Dallas,IA,-94.040214,41.620605,,Open,,,,,1455486.0,,31489.0,,,,
694,Tama,IA,-92.568628,42.027799,,Open,,,,,837900.0,,11939.0,,,,
696,Decatur,IA,-93.962667,40.733385,,Open,,,,,1048950.0,,9777.0,,,,
697,Winneshiek,IA,-91.67,43.225,2045.0,Open,,62.6,,40.0,2346278.0,1874340.0,24544.0,,2504.0,,19.228243155149936
698,Ada,ID,-116.283,43.698,2100.0,Open,150.0,135.0,,,51609362.0,16233539.0,440233.0,,,,80.35704501934202
700,Bear Lake,ID,-111.2479,42.3213,2042.0,Open,400.0,,,,,,6500.0,,,,
701,Elmore,ID,-115.576,43.078,2070.0,Open,800.0,,,,,,4420.0,,,,
705,Bonneville,ID,-111.8572,43.4288,,Open,320.0,,,,,,52000.0,,,,
706,Boundary,ID,-116.317134,48.718577,,Open,40.0,,,,,,3731.0,,,,
707,Butte,ID,-113.015,43.7885,,Open,60.0,,,,,,3250.0,,,,
708,Butte,ID,,,,Open,,,,,,,3250.0,,,,
709,Jefferson,ID,-112.539,43.851,2050.0,Open,,20.0,,,1394090.0,548967.0,23400.0,,,,36.11636752136752
710,Payette,ID,-116.861139,44.064474,2085.0,Open,20.0,,,,,977483.0,79917.0,,,,
711,Kootenai,ID,-116.934,47.534,2040.0,Open,400.0,35.0,,,,3763461.0,211460.0,,,,
712,Bannock,ID,-112.375,42.782,2060.0,Open,,84.0,60.0,,4262089.0,3755517.0,119722.0,,,,4.231235696029134
715,Elmore,ID,,,2050.0,Open,20.0,,,,,,2860.0,,,,
716,Adams,ID,-116.486,44.635,,Open,,,,,,,3250.0,,,,
717,Twin Falls,ID,-114.4991,42.4182,,Open,127.0,,,,,,52000.0,,,,
718,Fremont,ID,-111.3705,44.4505,,Open,20.0,13.0,25.0,15.0,75000.0,50000.0,1560.0,500.0,195.0,0.61,16.025641025641026
720,Lemhi,ID,-113.861523,45.118893,,Open,40.0,,,,,,9100.0,,,,
722,Cassia,ID,-114.005,42.462,2060.0,Open,245.0,90.0,,,17462989.0,5046297.0,279435.0,,,,44.43499203750425
725,Canyon,ID,-116.704,43.493,2035.0,Open,,55.0,,,9506240.0,6074675.0,347288.0,,,,9.881035336665821
726,Elmore,ID,-115.902837,43.256283,2300.0,Open,810.0,30.6,,,38945263.0,2734582.0,159474.0,,,,227.06322660747207
727,Fremont,ID,-111.6779,43.9808,,Open,25.0,18.0,30.0,25.0,100000.0,75000.0,4380.0,750.0,450.0,0.4,5.707762557077626
738,Vermilion,IL,-87.6163,40.09966,2043.0,Open,152.0,127.0,60.0,,14619020.0,11499994.0,201730.0,9120.0,,,15.46138898527735
742,De Witt,IL,-88.958,40.114,2060.0,Open,,110.7,,,31481987.0,9460052.0,413716.0,,,,53.229594697812026
745,St. Clair,IL,-89.78,38.26,2085.0,Open,203.0,63.6,,120.0,31564482.0,8512831.0,299404.0,,7632.0,,76.991793696811
746,Lake,IL,-88.0289,42.32424,2026.0,Open,153.0,134.0,,,18796217.0,16947375.0,457551.0,,,,4.04073425694622
748,DeKalb,IL,-88.686,41.898,2062.0,Open,88.0,88.0,,50.0,29068709.0,7301105.0,579985.0,,4400.0,,37.53132236178522
750,Henry,IL,-90.003647,41.407503,2034.0,Open,,73.2,,,15496671.0,3097270.0,1085212.0,,,,11.425786850864164
751,McDonough,IL,-90.638,40.484333,2171.0,Open,,70.9,,,10608131.0,4446233.0,41794.0,,,,147.434990668517
754,Christian,IL,-89.29487,39.54693,2057.0,Open,,103.1,,,17354770.0,13560840.0,156777.0,,,,24.199531819080605
759,Pike,IL,-90.914,39.698,2065.0,Open,69.0,41.8,,,12076546.0,4148663.0,201109.0,,,,39.42082651696344
760,Vermilion,IL,-87.63883,40.445375,2198.0,Open,121.0,31.0,,,11616555.0,2596391.0,65659.0,,,,137.37894271920072
762,Tazewell,IL,-89.464918,40.427915,2044.0,Open,,29.0,,,12127500.0,5334514.0,370694.0,,,,18.325049771509654
767,Knox,IL,-90.248,41.015,2026.0,Open,,94.1,,,3600765.0,3465503.0,68822.0,,,,1.9653889744558426
772,LaSalle,IL,-88.913509,41.347899,2064.0,Open,101.0,38.8,,,9350423.0,4543945.0,186269.0,,,,25.803960938213013
773,Effingham,IL,-88.526,39.101,2024.0,Open,41.0,33.2,,,,2246099.0,89567.0,,,,
776,Lee,IL,-89.395,41.731,2163.0,Open,191.0,,,,49020450.0,20573489.0,274675.0,,,,103.56589059797943
777,Montgomery,IL,-89.615,39.17,2040.0,Open,61.0,50.4,100.0,50.0,4630905.0,3359367.0,80535.0,6100.0,2520.0,0.5868852459016394,15.788638480163904
778,Livingston,IL,-88.65735,40.93178,2044.0,Open,461.0,301.7,,,82413820.0,55432490.0,838061.0,,,,32.19494762314438
780,St. Clair,IL,-90.1302,38.6547,2034.0,Open,,185.0,50.0,,40550641.0,31471426.0,789195.0,,,,11.504400053218786
785,Ogle,IL,-89.0769,42.14322,2035.0,Open,,161.5,,,41213468.0,34856361.0,827288.0,,,,7.684273191439982
790,Peoria,IL,-89.798606,40.742538,2024.0,Open,60.0,,,,10578488.0,9004764.0,163808.0,,,,9.60712541512014
792,Perry,IL,-89.301,38.035,2040.0,Open,141.0,7.4,,,10040924.0,1149365.0,88247.0,,,,100.75763482044715
793,Will,IL,-88.13,41.34,2036.0,Open,223.0,108.4,,,24161285.0,12880962.0,780881.0,,,,14.445636402985858
794,Rock Island,IL,-90.510288,41.379843,2059.0,Open,,51.7,,,23373015.0,8445426.0,382956.0,,,,38.979906307774264
797,Jersey,IL,-90.31789,39.08687,2031.0,Open,24.0,,,,1515700.0,584700.0,32885.0,,,,28.3107799908773
799,Ogle,IL,-88.997,41.926,2080.0,Open,,65.1,100.0,70.0,9696902.0,5651830.0,133288.0,,4557.0,,30.348358441870236
800,Madison,IL,-90.0125,38.8274,2049.0,Open,205.0,133.5,,138.0,58479038.0,30941575.0,1324085.0,,18423.0,,20.79735288897616
803,Sangamon,IL,-89.607711,39.860188,2034.0,Open,74.0,56.6,,,4786512.0,4177261.0,146074.0,,,,4.170838068376303
806,Jackson,IL,-89.258,37.8417,2054.0,Open,256.0,139.7,520.0,,21465909.0,10206794.0,302466.0,133120.0,,,37.22439877539955
809,Lawrence,IL,-87.8063,38.7167,2059.0,Open,42.0,21.2,,,3352171.0,2281433.0,61543.0,,,,17.398209382058074
812,Rock Island,IL,-90.3766,41.53629,2040.0,Open,97.0,68.0,,76.0,10954859.0,8553239.0,230236.0,,5168.0,,10.431122847860456
815,Macon,IL,-89.0432,39.8245,2053.0,Open,87.0,87.0,,,13882864.0,10243609.0,175613.0,,,,20.723152613986436
818,Wayne,IL,-88.447,38.38,2091.0,Open,83.0,42.7,,,6939307.0,1940277.0,757.0,,,,6603.738441215323
819,Saline,IL,-88.702646,37.875604,2081.0,Open,125.0,15.4,,,8685772.0,1305770.0,84728.0,,,,87.10228023793788
821,Whiteside,IL,-89.88612,41.79635,2054.0,Open,226.0,188.8,,,20562533.0,8874962.0,105439.0,,,,110.84675499577955
822,Winnebago,IL,-89.0554,42.1597,2032.0,Open,73.0,,,,44201408.0,29143872.0,2924411.0,,,,5.14891237927911
824,Lake,IL,-87.88497,42.48483,2027.0,Open,,175.0,,100.0,32125498.0,23757247.0,795563.0,,17500.0,,10.518652828248674
828,Bartholomew,IN,-85.9225,39.127,2082.0,Open,86.0,30.0,133.0,65.0,6127082.0,1737614.0,78108.0,11438.0,1950.0,0.829515649589089,56.19741895836534
830,Pike,IN,-87.15,38.33,2056.0,Open,,89.0,150.0,120.0,32144880.0,12100753.0,490687.0,,10680.0,,40.849109513804116
833,Shelby,IN,-85.723,39.686,2062.0,Open,,83.5,,,33476420.0,8139894.0,653800.0,,,,38.75271642704191
836,Clark,IN,-85.847,38.444,2039.0,Open,,171.7,,,9680715.0,8941008.0,343559.0,,,,2.1530712337618865
837,Clinton,IN,-86.559,40.326,2053.0,Open,,43.5,,,27532026.0,8111896.0,535154.0,,,,36.28886264514514
840,Fulton,IN,-86.23489,41.16767,2067.0,Open,238.0,123.1,,,45046482.0,17413352.0,491225.0,,,,56.253509084431776
842,Daviess,IN,-87.04515,38.62371,2042.0,Open,,15.6,,,1530479.0,1097044.0,29258.0,,,,14.814238840658964
844,Decatur,IN,-85.42849,39.30695,2028.0,Open,,59.2,,,5168520.0,3269737.0,124431.0,,,,15.259726273999245
847,Elkhart,IN,-85.97372,41.62324,2023.0,Open,,98.4,,,10342193.0,10210174.0,241601.0,,,,0.5464339965480275
849,Elkhart,IN,-85.9775,41.6335,2048.0,Open,,127.0,,,11466000.0,8821840.0,326329.0,,,,8.102742937342375
859,Henry,IN,-85.37626,39.88778,2042.0,Open,,47.7,,,4251340.0,2396297.0,61491.0,,,,30.167715600657008
860,Kosciusko,IN,-85.7869,41.1165,2030.0,Open,,98.0,,,8663804.0,8048931.0,324651.0,,,,1.8939507347890503
864,Jay,IN,-85.093,40.376,2098.0,Open,,73.5,,,16695912.0,6038933.0,152719.0,,,,69.78161852814647
867,Vanderburgh,IN,-87.6485,38.0411,2055.0,Open,,131.6,,90.0,24482325.0,16833036.0,275362.0,,11844.0,,27.779029059928384
869,White,IN,-86.7,40.886,2029.0,Open,,118.6,,,38873854.0,24531482.0,1314886.0,,,,10.907692377894357
